000000	Xerox 
009079	ClearOne
00907A	SpectralinkInc
00907B	E-Tech
00907C	Digitalcast
00907D	Lake Communications
00907E	Vetronix.
00907F	Watchguard Technologies
009080	NOT Limited
009081	Aloha Networks
009082	Force Institute
009083	Turbo Communication
009084	Atech System
009085	Golden Enterprises
009086	Cisco Systems
009087	Itis
009088	Baxall Security
009089	Softcom Microsystems
00908A	Bayly Communications
00908B	Tattile SRL
00908C	Etrend Electronics
00908D	Vickers Electronics Systems
00908E	Nortel Networks Broadband Access
00908F	Audio Codes
009090	I-BUS
009091	DigitalScape
009092	Cisco Systems
009093	Nanao 
009094	Osprey Technologies
009095	Universal Avionics
009096	Askey Computer
009097	Sycamore Networks
009098	SBC Designs
009099	Allied TelesisK.K.
00909A	ONE World Systems
00909B	Markem-Imaje
00909C	ARRIS Group
00909D	NovaTech Process SolutionsLLC
00909E	Critical IOLLC
00909F	Digi-Data 
0090A0	8X8
0090A1	Flying Pig Systems/High End Systems
0090A2	CyberTAN Technology
0090A3	Corecess
0090A4	Altiga Networks
0090A5	Spectra Logic
0090A6	Cisco Systems
0090A7	Clientec 
0090A8	NineTiles Networks
0090A9	Western Digital
0090AA	Indigo Active Vision Systems Limited
0090AB	Cisco Systems
0090AC	Optivision
0090AD	Aspect Electronics
0090AE	ITALTEL S.p.A/RF-UP-I
0090AF	J. Morita MFG..
0090B0	Vadem
0090B1	Cisco Systems
0090B2	Avici Systems
0090B3	Agranat Systems
0090B4	Willowbrook Technologies
0090B5	Nikon 
0090B6	Fibex Systems
0090B7	Digital Lightwave
0090B8	Rohde & Schwarz & KG
0090B9	Beran Instruments
0090BA	Valid Networks
0090BB	TAINET CoMMUNICATION SysTEM.
0090BC	Telemann
0090BD	Omnia Communications
0090BE	IBC/Integrated Business Computers
0090BF	Cisco Systems
0090C0	K.J. LAW Engineers
0090C1	Peco II
0090C2	JK microsystems
0090C3	Topic Semiconductor.
0090C4	Javelin Systems
0090C5	Internet Magic
0090C6	Optim Systems
0090C7	Icom
0090C8	Waverider Communications (Canada)
0090C9	DPAC Technologies
0090CA	Accord Video Telecommunications
0090CB	Wireless OnLine
0090CC	Planex Communications
0090CD	ENT-Empresa Nacional de TelecommunicacoesS.A.
0090CE	 avateramedical Mechatronics
0090CF	Nortel Networks
0090D0	Thomson Telecom Belgium
0090D1	Leichu Enterprise
0090D2	Artel Video Systems
0090D3	GIESECKE & DEVRIENT
0090D4	BindView Development.
0090D5	Euphonix
0090D6	Crystal Group
0090D7	NetBoost.
0090D8	Whitecross Systems
0090D9	Cisco Systems
0090DA	Dynarc
0090DB	Next Level Communications
0090DC	Teco Information Systems
0090DD	MIHARU CoMMUNICATIONS Inc
0090DE	Cardkey Systems
0090DF	Mitsubishi Chemical America
0090E0	Systran.
0090E1	Telena S.P.A.
0090E2	Distributed Processing Technology
0090E3	Avex Electronics
0090E4	NEC America
0090E5	Teknema
0090E6	ALi 
0090E7	Horsch Elektronik AG
0090E8	Moxa Technologies.
0090E9	Janz Computer AG
0090EA	Alpha Technologies
0090EB	Sentry Telecom Systems
0090EC	Pyrescom
0090ED	Central System Research
0090EE	Personal Communications Technologies
0090EF	Integrix
0090F0	Harmonic Video Systems
0090F1	Seagate Cloud Systems Inc
0090F2	Cisco Systems
0090F3	Aspect Communications
0090F4	Lightning Instrumentation
0090F5	Clevo
0090F6	Escalate Networks
0090F7	Nbase Communications
0090F8	Mediatrix Telecom
0090F9	Imagine Communications
0090FA	Emulex 
0090FB	Portwell
0090FC	Network Computing Devices
0090FD	CopperCom
0090FE	Elecom  (Laneed Div.)
0090FF	Tellus Technology
0091D6	Crystal Group
0091FA	Synapse Product Development
0092FA	Shenzhen Wisky Technology
009363	Uni-Link Technology
0094A1	F5 Networks
009569	LSD Science and Technology
0097FF	Heimann Sensor
009ACD	Huawei Technologies
009AD2	Cisco Systems
009C02	Hewlett-Packard Company
009D8E	Cardiac Recorders
009E1E	Cisco Systems
009EC8	Xiaomi Communications Co
029D8E	Cardiac Recorders
0492EE	iway AG
04946B	Tecno Mobile Limited
0494A1	Catch THE Wind Inc
049573	zte 
0495E6	Tenda TechnologyDongguan branch
049645	Wuxi SKY Chip Interconnection Technology
049790	Lartech telecom LLC
0498F3	Alps Electric
0499E6	Shenzhen Yoostar Technology
049B9C	Eadingcore  Intelligent Technology
049C62	BMT Medical Technology s.r.o.
049F06	Smobile
049F81	NetScout Systems
049FCA	Huawei Technologies
0894EF	Wistron Infocomm (Zhongshan) 
08952A	Technicolor CH USA
0896AD	Cisco Systems
0896D7	AVM
089734	Hewlett Packard Enterprise
089758	Shenzhen Strong Rising Electronics DongGuan Subsidiary
089B4B	iKuai Networks
089E01	Quanta Computer
089E08	Google
089F97	Leroy Automation
0C9160	Hui Zhou Gaoshengda Technology
0C924E	Rice Lake Weighing Systems
0C9301	PT. Prasimax Inovasi Teknologi
0C93FB	BNS Solutions
0C96BF	Huawei Technologies
0C9838	Xiaomi Communications Co
0C9B13	Shanghai Magic Mobile TelecommunicationLtd
0C9D56	Consort Controls
0C9E91	Sankosha 
109266	Samsung Electronics
1093E9	Apple
1094BB	Apple
10954B	Megabyte
109836	Dell
109AB9	Tosibox Oy
109ADD	Apple
109FA9	Actiontec ElectronicsInc
149090	KongTop Industrial(shen zhen)Co.
149182	Belkin International
149346	PNI sensor 
149448	BLU Castle S.A.
14987D	Technicolor CH USA
1499E2	Apple
149A10	Microsoft 
149B2F	JiangSu ZhongXie Intelligent Technology
149D09	Huawei Technologies
149ECF	Dell
149F3C	Samsung Electronics
149FB6	 Guangdong Genius Technology
149FE8	Lenovo Mobile Communication Technology
1890D8	Sagemcom Broadband SAS
18922C	Virtual Instruments
1893D7	Texas Instruments
1894C6	ShenZhen Chenyee Technology
1897FF	TechFaith Wireless Technology Limited
1899F5	Sichuan Changhong Electric
189A67	CSE-Servelec Limited
189BA5	IEEE Registration Authority
189C27	ARRIS Group
189C5D	Cisco Systems
189EFC	Apple
1C9148	Apple
1C9179	Integrated System Technologies
1C9492	RUAG Schweiz AG
1C955D	I-LAX Electronics
1C959F	Veethree Electronics And Marine LLC
1C965A	Weifang Goertek Electronics
1C973D	PRICOM Design
1C98EC	Hewlett Packard Enterprise
1C994C	Murata Manufacturing
1C9C26	Zoovel Technologies
1C9D3E	Integrated Device Technology (Malaysia) Sdn. Bhd.
1C9E46	Apple
1C9ECB	Beijing Nari Smartchip Microelectronics Company Limited
20906F	Shenzhen Tencent Computer System
209148	Texas Instruments
20918A	Profalux
2091D9	I'M SPA
20934D	Fujian Star-NET Communication
209AE9	Volacomm
209BA5	JIAXING GLEAD Electronics
209BCD	Apple
24920E	Samsung Electronics
2493CA	Voxtronic Technology Computer-Systeme
249442	Open Road Solutions
249504	SFR
2497ED	Techvision Intelligent Technology Limited
249EAB	Huawei Technologies
2891D0	Stage Tec Entwicklungsgesellschaft f?r professionelle Audiotechnik mbH
28924A	Hewlett-Packard Company
2893FE	Cisco Systems
28940F	Cisco Systems
2894AF	Samhwa Telecom
28987B	Samsung Electronics
28993A	Arista Networks
289A4B	SteelSeries ApS
289AFA	TCT mobile
289E97	Huawei Technologies
289EDF	Danfoss Turbocor CompressorsInc
289EFC	Sagemcom Broadband SAS
2C9127	Eintechno 
2C922C	Kishu Giken Kogyou Company.
2C9464	Cincoze
2C9569	ARRIS Group
2C957F	zte 
2C9662	Invenit BV
2C9717	I.C.Y. B.V.
2C97B1	Huawei Technologies
2C9924	ARRIS Group
2C9AA4	Eolo SpA
2C9D1E	Huawei Technologies
2C9E5F	ARRIS Group
2C9EEC	Jabil Circuit Penang
2C9EFC	Canon
3090AB	Apple
30918F	Technicolor
3092F6	Shanghai Sunmon Communication Technogy
3095E3	Shanghai Simcom Limited
3096FB	Samsung Electronics
309935	zte 
309BAD	BBK Educational Electronics.
309C23	Micro-Star INTL
309FFB	Ardomus Networks 
3495DB	Logitec 
349672	TP-Link Technologies
3497F6	ASUSTek Computer
3497FB	Advanced RF Technologies Inc
34996F	VPI Engineering
349971	Quanta Storage
3499D7	Universal Flow Monitors
349A0D	ZBD Displays
349B5B	Maquet
349D90	Heinzmann & KG
349E34	Evervictory ElectronicLtd
3890A5	Cisco Systems
3891D5	Hangzhou H3C TechnologiesLimited
3891FB	Xenox Holding BV
389496	Samsung Electronics
3894E0	Syrotech Networks.
389592	Beijing Tendyron 
3897D6	Hangzhou H3C TechnologiesLimited
3898D8	Meritech
389AF6	Samsung Electronics
389D92	Seiko Epson 
389F5A	C-Kur TV
389F83	OTN Systems N.V.
3C9066	SmartRG
3C912B	Vexata Inc
3C9157	Yulong Computer Telecommunication Scientific (Shenzhen)
3C9174	Along Communication Technology
3C92DC	Octopod Technology
3C94D5	Juniper Networks
3C9509	Liteon Technology 
3C970E	Wistron InfoComm(Kunshan)Co.
3C977E	IPS Technology Limited
3C9872	Sercomm .
3C98BF	Quest Controls
3C99F7	Lansentechnology AB
3C9A77	Technicolor CH USA
3C9F81	Shenzhen CATIC Bit Communications Technology
409558	Aisino 
4095BD	NTmore.Co.
4097D1	BK Electronics cc
40984C	Casacom Solutions AG
40984E	Texas Instruments
40987B	Aisino 
4098AD	Apple
409922	Azurewave Technologies
409B0D	Shenzhen Yourf Kwan Industrial
409BCD	D-Link International
409C28	Apple
409F38	Azurewave Technologies
409F87	Jide Technology (Hong Kong) Limited
409FC7	BAEKCHUN I&C
449160	Murata Manufacturing
4491DB	Shanghai Huaqin Telecom Technology
4494FC	Netgear
4495FA	Qingdao Santong Digital TechnologyLtd
44962B	Aidon Oy
44975A	Shenzhen Fast Technologies
449B78	The Now Factory
449CB5	AlcompInc
449EF9	vivo Mobile Communication
449F7F	DataCore Software 
489153	Weinmann Ger?te f?r Medizin + KG
4891F6	Shenzhen Reach software technology
489A42	Technomate
489BE2	SCI Innovations
489D18	Flashbay Limited
489D24	BlackBerry RTS
4C910C	 Lanix InternacionalS.A. de C.V.
4C9614	Juniper Networks
4C98EF	Zeo
4C9E80	KYOKKO ELECTRIC
4C9EE4	Hanyang Navicom
4C9EFF	ZyXEL Communications
5092B9	Samsung Electronics
50934F	Gradual Tecnologiaa.
509551	ARRIS Group
509772	Westinghouse Digital
509871	Inventum Technologies Private Limited
5098F3	Rheem Australia Pty
509A4C	Dell
509EA7	Samsung Electronics
509F27	Huawei Technologies
509F3B	OI Electric
5492BE	Samsung Electronics
549359	Shenzhen Twowing Technologies
549478	Silvershore Technology Partners
549963	Apple
549A11	IEEE Registration Authority
549A16	Uzushio Electric
549A4C	Guangdong Homecare Technology 
549B12	Samsung Electronics
549D85	EnerAccess Inc
549F13	Apple
549F35	Dell
589043	Sagemcom Broadband SAS
5891CF	Intel 
58920D	Kinetic Avionics Limited
589396	Ruckus Wireless
58946B	Intel 
5894CF	Vertex Standard LMR
58971E	Cisco Systems
5897BD	Cisco Systems
589835	Technicolor
58986F	Revolution Display
589B0B	Shineway Technologies
589CFC	FreeBSD Foundation
5C93A2	Liteon Technology 
5C95AE	Apple
5C9656	Azurewave Technologies
5C966A	Rtnet
5C969D	Apple
5C97F3	Apple
5C9960	Samsung Electronics
5C9AD8	Fujitsu Limited
609084	DSSD Inc
6091F3	vivo Mobile Communication
609217	Apple
609620	Private
6097DD	MicroSys Electronics
609813	Shanghai Visking Digital Technology
6099D1	Vuzix / Lenovo
609AA4	GVI Security
609AC1	Apple
609BC8	Hipad Intelligent Technology
609C9F	Brocade Communications Systems
609E64	Vivonic
609F9D	CloudSwitch
649829	Integrated Device Technology (Malaysia) Sdn. Bhd.
64995D	LGE 
649968	Elentec
6499A0	AG Elektronik AB
649A08	Shenzhen SuperElectron Technology
649A12	P2 Mobile Technologies Limited
649ABE	Apple
649B24	V Technology
649C81	Qualcomm
649C8E	Texas Instruments
649EF3	Cisco Systems
649FF7	Kone Oyj
6891D0	IEEE Registration Authority
689234	Ruckus Wireless
689361	Integrated Device Technology (Malaysia) Sdn. Bhd.
689423	Hon Hai Precision Ind.
68967B	Apple
68974B	Shenzhen Costar Electronics
6897E8	Society Of Motion Picture & Television Engineers
689861	Beacon Inc
6899CD	Cisco Systems
689AB7	Atelier Vision 
689C5E	AcSiP Technology.
689C70	Apple
689CE2	Cisco Systems
689E19	Texas Instruments
689FF0	zte 
6C90B1	SanLogic Inc
6C92BF	Inspur Electronic Information Industry
6C9354	Yaojin Technology (Shenzhen)
6C94F8	Apple
6C9522	Scalys
6C96CF	Apple
6C98EB	Riverbed Technology
6C9989	Cisco Systems
6C9AC9	Valentine Research
6C9B02	Nokia 
6C9CE9	Nimble Storage
6C9CED	Cisco Systems
70918F	Weber-Stephen Products LLC
7091F3	Universal Electronics
709383	Intelligent Optical Network High Tech
7093F8	Space Monkey
709756	Happyelectronics
70991C	Shenzhen Honesty Electronics
709A0B	Italian Institute Of Technology
709BA5	Shenzhen Y&D Electronics
709BFC	Bryton
709C8F	Nero AG
709E29	Sony Interactive Entertainment
709E86	X6D Limited
709F2D	zte 
709FA9	Tecno Mobile Limited
749050	Renesas Electronics 
74911A	Ruckus Wireless
7491BD	Four Systems
7493A4	Zebra Technologies.
74943D	AgJunction
7495EC	Alps Electric
749637	Todaair Electronic
749781	zte 
749975	IBM 
749C52	Huizhou Desay SV Automotive
749CE3	KodaCloud CanadaInc
749D8F	Huawei Technologies
749DDC	2Wire
749EAF	Apple
78923E	Nokia 
78929C	Intel 
7894B4	Sercomm .
789682	zte 
789684	ARRIS Group
7898FD	Q9 Networks
78995C	Nationz Technologies Inc
789966	Musilab Electronics (DongGuan)Co.
78998F	Mediline Italia SRL
789C85	August Home
789CE7	Shenzhen Aikede Technology
789ED0	Samsung Electronics
789F4C	HOERBIGER Elektronik
789F70	Apple
789F87	Siemens AG I IA PP PRM
7C9122	Samsung Electronics
7C94B2	Philips Healthcare PCCI
7C95B1	Aerohive Networks
7C95F3	Cisco Systems
7C96D2	Fihonest Communication
7C9763	Openmatics s.r.o.
7C9A54	Technicolor CH USA
7C9A9B	VSE valencia smart energy
80912A	Lih Rong electronic Enterprise
8091C0	AgileMesh
80929F	Apple
809393	Xapt
80946C	Tokyo Radar 
8096B1	ARRIS Group
8096CA	Hon Hai Precision Ind.
80971B	Altenergy Power SystemInc.
809B20	Intel 
809FAB	Fiberhome Telecommunication Technologies
849000	Arnold & Richter Cine Technik
84930C	Incoax Networks Europe AB
84948C	Hitron Technologies. Inc
849681	Cathay Communication
8496D8	ARRIS Group
8497B8	Memjet
849866	Samsung Electronics
849CA6	Arcadyan Technology 
849D64	SMC 
849DC5	Centera Photonics
849FB5	Huawei Technologies
88908D	Cisco Systems
889166	Viewcooper.
8891DD	Racktivity
889471	Brocade Communications Systems
88947E	Fiberhome Telecommunication Technologies
8894F9	Gemicom Technology
8895B9	Unified Packet Systems Crop
88964E	ARRIS Group
889676	TTC MARCONI s.r.o.
8896B6	Global Fire Equipment S.A.
8896F2	Valeo Schalter und Sensoren
889765	exands
8897DF	Entrypass  Sdn. Bhd.
889821	Teraon
889B39	Samsung Electronics
889CA6	BTB Korea Inc
889FFA	Hon Hai Precision Ind.
8C90D3	Nokia
8C9109	Toyoshima Electric Technoeogy(Suzhou)
8C9236	Aus.Linx Technology
8C9351	Jigowatts
8C94CF	Encell Technology
8C99E6	TCT mobile
8C9F3B	Qingdao Hisense Communications
90903C	Trison Technology 
909060	RSI Video Technologies
9092B4	Diehl BGT Defence & KG
909497	Huawei Technologies
9094E4	D-Link International
9097D5	Espressif
9097F3	Samsung Electronics
909864	Impex-Sat&Co KG
909916	ELVEES NeoTek OJSC
909D7D	ARRIS Group
909DE0	Newland Design + Assoc.
909F33	EFM Networks
909F43	Accutron Instruments
9492BC	Syntech(HK) Technology Limited
949426	Apple
9495A0	Google
9498A2	Shanghai LISTEN TECH.Ltd
949901	Shenzhen YITOA Digital Appliance
949990	VTC Telecommunications
949AA9	Microsoft 
949BFD	Trans New Technology
949C55	Alta Data Technologies
949D57	Panasonic do Brasil Limitada
949F3E	Sonos
949F3F	Optek Digital Technology Company limited
949FB4	ChengDu JiaFaAnTai Technology
989080	Linkpower Network System Inc
989096	Dell
9893CC	LG Electronics Inc
989449	Skyworth Wireless Technology
9897D1	MitraStar Technology.
989C57	Huawei Technologies
989E63	Apple
9C934E	Xerox 
9C93E4	Private
9C95F8	SmartDoor SystemsLLC
9C9726	Technicolor
9C9811	Guangzhou Sunrise Electronics Development
9C99A0	Xiaomi Communications Co
9C9C1D	Starkey Labs
9C9C40	Sichuan Tianyi Comheart Telecomco.
9C9D5D	Raden Inc
A090DE	VeedimsLLC
A09169	LG Electronics (Mobile Communications)
A091C8	zte 
A09347	Guangdong Oppo Mobile Telecommunications.
A0950C	China Mobile IOTCompany Limited
A09805	OpenVox Communication Co
A098ED	Shandong Intelligent Optical Communication Development
A0999B	Apple
A09A5A	Time Domain
A09BBD	Total Aviation Solutions Pty
A09D86	Alcatel-Lucent Shanghai Bell
A09D91	SoundBridge
A09DC1	China Dragon Technology Limited
A09E1A	Polar Electro Oy
A49005	China Greatwall Computer Shenzhen
A491B1	Technicolor
A492CB	Nokia
A4933F	Huawei Technologies
A4934C	Cisco Systems
A497BB	Hitachi Industrial Equipment Systems
A49947	Huawei Technologies
A49981	FuJian Elite Power Tech
A49A58	Samsung Electronics
A49B13	Digital Check
A49BF5	Hybridserver Tec
A49D49	Ketra
A49EDB	AutoCrib
A49F85	Lyve MindsInc
A49F89	Shanghai Rui Rui Communication TechnologyLtd
A89008	Beijing Yuecheng Technology
A8922C	LG Electronics (Mobile Communications)
A89352	Shanghai Zhongmi Communication Technology
A893E6	Jiangxi Jinggangshan Cking Communication Technology
A895B0	Aker Subsea
A89675	Motorola Mobility LLCa Lenovo Company
A8968A	Apple
A897DC	IBM
A898C6	Shinbo
A8995C	aizo ag
A89969	Dell
A89B10	inMotion
A89D21	Cisco Systems
A89DD2	Shanghai DareGlobal Technologies
A89FBA	Samsung Electronics
A89FEC	ARRIS Group
AC932F	Nokia 
AC9403	Envision Peripherals Inc
AC9A22	NXP Semiconductors
AC9A96	Lantiq Deutschland
AC9B0A	Sony 
AC9B84	Smak Tecnologia e Automacao
AC9CE4	Alcatel-Lucent Shanghai Bell
AC9E17	ASUSTek Computer
B09074	Fulan Electronics Limited
B090D4	Shenzhen Hoin Internet Technology
B09122	Texas Instruments
B09134	Taleo
B09137	ISis ImageStream Internet SolutionsInc
B0935B	ARRIS Group
B0958E	TP-Link Technologies
B0966C	Lanbowan Technology
B0973A	E-Fuel 
B0982B	Sagemcom Broadband SAS
B0989F	LG CNS
B09928	Fujitsu Limited
B09AE2	STEMMER IMAGING
B09BD4	GNH Software India Private Limited
B09FBA	Apple
B4944E	WeTelecom
B49691	Intel 
B49842	zte 
B4994C	Texas Instruments
B499BA	Hewlett-Packard Company
B49CDF	Apple
B49D0B	BQ
B49DB4	Axion Technologies
B49EAC	Imagik Int'l
B49EE6	Shenzhen Technology Co
B8921D	BG T&A
B89436	Huawei Technologies
B894D2	Retail Innovation HTT AB
B89674	AllDSP & KG
B8975A	BIOSTAR Microtech Int'l.
B898B0	Atlona
B898F7	Gionee Communication Equipment CoShenZhen
B89919	7signal SolutionsInc
B899B0	Cohere Technologies
B89ACD	Elite Optoelectronic(Asia)Co.
B89AED	OceanServer TechnologyInc
B89BC9	SMC Networks Inc
B89BE4	ABB Power Systems Power Generation
B89F09	Wistron Neweb 
BC903A	Robert Bosch
BC91B5	Infinix mobility limited
BC926B	Apple
BC9680	Shenzhen Gongjin ElectronicsLT
BC9889	Fiberhome Telecommunication Technologies
BC9911	ZyXEL Communications
BC99BC	FonSee Technology
BC9C31	Huawei Technologies
BC9CC5	Beijing Huafei Technology
BC9DA5	DASCOM Europe
BC9FEF	Apple
C09132	Patriot Memory
C09134	ProCurve Networking by HP
C09727	Samsung Electro-Mechanics(Thailand)
C09879	Acer
C098DA	China Mobile IOT Company Limited
C098E5	University Of Michigan
C09A71	Xiamen Meitu Mobile TechnologyLtd
C09C04	Shaanxi GuoLian Digital TV Technology
C09C92	Coby
C09D26	Topicon HK Lmd.
C09F05	Guangdong Oppo Mobile Telecommunications.
C09F42	Apple
C4913A	Shenzhen Sanland Electronic
C4924C	Keisokuki Center
C49300	8Devices
C49313	100fio networks technology llc
C49380	Speedytel technology
C493D9	Samsung Electronics
C49500	Amazon Technologies
C495A2	Shenzhen Weijiu Industry AND Trade Development
C49805	Minieum NetworksInc
C49880	Apple
C49A02	LG Electronics (Mobile Communications)
C49DED	Microsoft 
C49E41	G24 Power Limited
C49F4C	Huawei Technologies
C49FF3	Mciao Technologies
C8903E	Pakton Technologies
C891F9	Sagemcom Broadband SAS
C89346	MXCHIP Company Limited
C89383	Embedded Automation
C894BB	Huawei Technologies
C894D2	Jiangsu Datang  Electronic Products
C8979F	Nokia 
C89C1D	Cisco Systems
C89CDC	Elitegroup Computer Systems
C89F1D	Shenzhen Communication Technologies
C89F42	VDII Innovation AB
CC9093	Hansong Tehnologies
CC90E8	Shenzhen YOUHUA Technology
CC912B	TE Connectivity Touch Solutions
CC934A	Sierra Wireless
CC944A	Pfeiffer Vacuum
CC9470	Kinestral Technologies
CC95D7	VizioInc
CC9635	LVS
CC96A0	Huawei Technologies
CC9891	Cisco Systems
CC9916	Integrated Device Technology (Malaysia) Sdn. Bhd.
CC9E00	Nintendo
CC9F35	Transbit Sp. z o.o.
CC9F7A	Chiun Mai Communication SystemsInc
D0929E	Microsoft 
D09380	Ducere Technologies Pvt.
D093F8	Stonestreet One LLC
D09466	Dell
D095C7	Pantech
D096FB	DASAN Network Solutions
D099D5	Alcatel-Lucent
D09B05	Emtronix
D09C30	Foster Electric CompanyLimited
D09D0A	Linkcom
D09DAB	TCT mobile
D4909C	Apple
D490E0	Topcon Electronics & KG
D491AF	Electroacustica General IbericaS.A.
D49398	Nokia 
D493A0	Fidelix Oy
D4945A	Cosmo
D494A1	Texas Instruments
D494E8	Huawei Technologies
D49524	Clover Network
D496DF	Sungjin C&T
D4970B	Xiaomi Communications Co
D49A20	Apple
D49B5C	Chongqing Miedu Technology
D49C28	JayBird LLC
D49C8E	University Of FUKUI
D49CF4	Palo Alto Networks
D49E05	zte 
D49E6D	Wuhan Zhongyuan Huadian Science & Technology
D890E8	Samsung Electronics
D8912A	ZyXEL Communications
D89341	General Electric Global Research
D89403	Hewlett Packard Enterprise
D8952F	Texas Instruments
D89685	GoPro
D89695	Apple
D896E0	Alibaba Cloud Computing
D8973B	Artesyn Embedded Technologies
D89760	C2 Development
D8977C	Grey Innovation
D897BA	Pegatron 
D89A34	Beijing SHENQI Technology
D89C67	Hon Hai Precision Ind.
D89D67	Hewlett-Packard Company
D89DB9	eMegatech International.
D89E3F	Apple
D89EF3	Dell
DC9914	Huawei Technologies
DC9A8E	Nanjing Cocomm electronics
DC9B1E	Intercom
DC9B9C	Apple
DC9C52	Sapphire Technology Limited.
DC9C9F	Shenzhen YOUHUA Technology
DC9FA4	Nokia 
DC9FDB	Ubiquiti Networks
E09153	XAVi Technologies.
E091F5	Netgear
E09467	Intel 
E09579	ORTHOsoft Incd/b/a Zimmer CAS
E09796	Huawei Technologies
E097F2	Atomax
E09861	Motorola Mobility LLCa Lenovo Company
E09971	Samsung Electronics
E09D31	Intel 
E09DB8	Planex Communications
E09DFA	Wanan Hongsheng ElectronicLtd
E49069	Rockwell Automation
E4907E	Motorola Mobility LLCa Lenovo Company
E492E7	Gridlink Tech.
E492FB	Samsung Electronics
E4956E	IEEE Registration Authority
E496AE	ALTOGRAPHICS
E497F0	Shanghai VLC Technologies
E498D1	Microsoft Mobile Oy
E498D6	Apple
E49A79	Apple
E49ADC	Apple
E49E12	Freebox SAS
E89120	Motorola Mobility LLCa Lenovo Company
E89218	Arcontia International AB
E892A4	LG Electronics (Mobile Communications)
E89309	Samsung Electronics
E8944C	Cogent Healthcare Systems
E894F6	TP-Link Technologies
E89606	testo Instruments (Shenzhen)
E8986D	Palo Alto Networks
E8995A	PiiGABProcessinformation i Goteborg AB
E899C4	HTC 
E89A8F	Quanta Computer
E89AFF	Fujian LANDI Commercial Equipment
E89D87	Toshiba
E89E0C	Private
E89EB4	Hon Hai Precision Ind.
E89FEC	Chengdu KT Electronic HI-Tech
EC9233	Eddyfi NDT Inc
EC9327	MEMMERT + KG
EC9365	Mapper.ai
EC93ED	DDoS-Guard
EC9681	2276427 Ontario Inc
EC986C	Lufft Mess- und Regeltechnik
EC98C1	Beijing Risbo Network Technology
EC9A74	Hewlett-Packard Company
EC9B5B	Nokia 
EC9B8B	Hewlett Packard Enterprise
EC9BF3	Samsung Electro-Mechanics(Thailand)
EC9ECD	Artesyn Embedded Technologies
EC9F0D	IEEE Registration Authority
F0921C	Hewlett-Packard Company
F092B4	Sichuan Tianyi Comheart Telecomco.
F0933A	NxtConect
F093C5	Garland Technology
F097E5	TamioInc
F09838	Huawei Technologies
F0989D	Apple
F099B6	Apple
F099BF	Apple
F09A51	Shanghai Viroyal Electronic Technology Company Limited
F09CBB	RaonThink
F09CD7	Guangzhou Blue Cheetah Intelligent Technology
F09CE9	Aerohive Networks
F09E63	Cisco Systems
F09FC2	Ubiquiti Networks
F490CA	Tensorcom
F490EA	Deciso B.V.
F4911E	Zhuhai Ewpe Information Technology Inc
F4939F	Hon Hai Precision Ind.
F49461	NexGen Storage
F49466	CountMax
F49634	Intel 
F49651	NAKAYO Inc
F499AC	WEBER Schraubautomaten
F49EEF	Taicang T&W Electronics
F49F54	Samsung Electronics
F49FF3	Huawei Technologies
F89066	Nain
F8912A	GLP German Light Products
F893F3	Volans
F894C2	Intel 
F89550	Proton Products Chengdu
F895C7	LG Electronics (Mobile Communications)
F895EA	Apple
F897CF	Daeshin-Information Technology
F8983A	Leeman International (HongKong) Limited
F898B9	Huawei Technologies
F898EF	Huawei Technologies
F89910	Integrated Device Technology (Malaysia) Sdn. Bhd.
F89955	Fortress Technology Inc
F89D0D	Control Technology
F89DBB	Tintri
F89FB8	YAZAKI Energy System 
FC90FA	Independent Technologies
FC9114	Technicolor CH USA
FC923B	Nokia 
FC946C	Ubivelox
FC94E3	Technicolor CH USA
FC9947	Cisco Systems
FC9AFA	Motus Global
FC9BC6	Sumavision Technologies
FC9DD8	Beijing TongTongYiLian Science and Technology
FC9FAE	Fidus Systems Inc
FC9FE1	CoNWIN.Tech.
00A000	Centillion Networks
00A001	DRS Signal Solutions
00A002	Leeds & Northrup Australia Pty
00A003	Siemens SwitzerlandI B T HVP
00A004	Netpower
00A005	Daniel Instruments
00A006	Image Data Processing System Group
00A007	Apexx Technology
00A008	Netcorp
00A009	Whitetree Network
00A00A	Airspan
00A00B	Computex
00A00C	Kingmax Technology
00A00D	THE Panda Project
00A00E	NetScout Systems
00A00F	Broadband Technologies
00A010	Syslogic Datentechnik AG
00A011	Mutoh Industries
00A012	Telco Systems
00A013	Teltrend
00A014	Csir
00A015	Wyle
00A016	Micropolis.
00A017	J B M 
00A018	Creative Controllers
00A019	Nebula Consultants
00A01A	Binar Elektronik AB
00A01B	Premisys Communications
00A01C	Nascent Networks 
00A01D	Red Lion ControlsLP
00A01E	EST 
00A01F	Tricord Systems
00A020	Citicorp/TTI
00A021	General Dynamics Mission Systems
00A022	Centre FOR Development Of Advanced Computing
00A023	Applied Creative Technology
00A024	3Com 
00A025	Redcom Labs
00A026	TeldatS.A.
00A027	Firepower Systems
00A028	Conner Peripherals
00A029	Coulter 
00A02A	Trancell Systems
00A02B	Transitions Research.
00A02C	interWAVE Communications
00A02D	1394 Trade Association
00A02E	Brand Communications
00A02F	ADB Broadband Italia
00A030	Captor NV/SA
00A031	Hazeltine MS 1-17
00A032	GES Singapore PTE.
00A033	imc MeBsysteme
00A034	Axel
00A035	Cylink 
00A036	Applied Network Technology
00A037	Mindray DS USA
00A038	Email Electronics
